,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1254,manhwa,The Beautiful Curse,1,Finished,Fantasy,0,#24828,#15092,6.48,350,Travelers come to a village in search of fairies. (Source: MegKF),Unknown,None,Not available
1255,manhwa,Ice Ice Baby,6,Finished,Romance,0,#25876,#15097,6.48,319,"1. Ice Ice Baby
2. Dalgwa 60-won
3. Kkochiyo Yongwoni
4. Sokkkochiyo Yongwoni
5. Iltaryongwi
6. Oh My Dolrong",1,"Lee, Yoo-Jung (Story & Art)",1998
1256,manhwa,The Adventures of a Demon King's Daughter,155,Finished,"Adventure,Fantasy,Romance",3,#10790,#15112,6.48,"1,411","Life's not easy for a child of Heaven and Hell! Given a second chance to live, Jo Ara was happy to trade her dire past for a world of fantasy and magic. The only catch is she was reborn as Irene Neros Parjunel, the beloved newborn child of the southern demon king! With the god of the underworld and her deceased mother watching over her, she sets out to discover her place in this world. Throw in a snarky angel godmother and a stubborn demon godfather, and it's the perfect setting for mischief and chaos! Will Irene succeed in helping her father battle the threats that plague him? And after making plenty of friends along the way, can she finally experience true love, too?

(Source: Tappytoon)",Unknown,"Eunmin (Art), Yeowool (Story)","Oct  31, 2019 to Apr  22, 2022"
1257,manhwa,Am I Your Daughter?,106,Finished,Fantasy,2,#10974,#15113,6.48,"1,382","Adopted by the abusive Count Zackary, Hailynn is imprisoned for over a decade but a tragedy sets her back in time and she's now eight years old again! Eager to escape the horrors of her previous life, Hailynn runs away and crosses paths with a brave boy and the protective Duke Callisto. When a magical potion reveals she belongs to the powerful Callisto bloodline, the chaste Duke swears she can't be his! What is the secret behind Hailynn's birth? And will she ever find a family that'll love her?

(Source: Tapas Media)",Unknown,"Lee, Young-You (Art), Flow (Story)","Nov  1, 2020 to Mar  18, 2023"
1258,manhwa,Your Regrets Mean Nothing to Me,Unknown,Publishing,"Drama,Fantasy",0,#16709,#15114,6.48,733,"Elijah Croft was an empress who had everything... except for a loving husband. Though she was used to the emperor's coldness, the reappearance of his former lover proves to be the last straw... and she finally asks for a divorce. However, Elijah soon realizes that escaping the political and social machinations of her former life isn't going to be as easy as she thought. Can this former empress make a new life for herself and her unborn child? Or is she destined to be tied to the emperor forever?

(Source: Tapas Media)",Unknown,"Gaonnarabit (Story), Jeje (Art)","Dec  7, 2021 to ?"
1259,manhwa,The Emperor's Partner,100,Finished,"Fantasy,Romance",3,#16858,#15115,6.48,722,"After learning that her younger sister sacrificed her own life to save hers, Shinju dies saving a child that reminds her of her lost sibling. On the brink of life and death, she pleads that if there is a god, that he may give her a chance to repay her sister one last time. Her prayers are seemingly answered when she is reborn into a new body in a new world. But before she can find her sister or even attempt to understand what happened, a strange man kisses her in front of hundreds of people.

(Source: Tappytoon)",Unknown,"Lee, Surim (Story), Bammanju (Art)","Aug  13, 2019 to Nov  7, 2020"
1260,manhwa,I Bid You Adieu,101,Finished,Fantasy,0,#23713,#15117,6.48,387,"Ayne le Poregrin has three ""trophies"" in her collection of men: a reluctant fiancé held hostage by his debts, a fickle assassin paid to be her lover, and a soulless pet dog won at a slave auction. But to suddenly wake up one day as this femme fatale is the worst possible surprise. As the villainess of the novel The Fairy Garden, the new ""Ayne"" is fated to die a painful death at the hands of her very own trophies! To sidestep her grim future, she knows she'll need to break up with all three. As soon as she tries to say goodbye, however, each man becomes attached and won't leave her alone! Can Ayne turn their affections towards the story's heroine and save her own life in the process?

(Source: Tappytoon)",Unknown,"Yun, Yeoeum (Story), Io (Art)","May  6, 2020 to Jan  4, 2022"
1261,manhwa,Savior,70,Finished,"Drama,Love,Supernatural",2,#22868,#15118,6.48,415,"Ku Wohn is a vampire that needs human blood to survive. As a tenderhearted child, she led a tortured existence until a girl named Seyeon willingly became her steady blood source. Seyeon stood by Wohn throughout their school years, defending her from bullies. Fast forward to the present where they move in together ahead of their freshman year of college. Seyeon remains fiercely protective of her friend, but Wohn is ready for a fresh start. When a devoutly religious sophomore girl named Juyi showers her with kindness, Wohn emerges from her shell only to realize that Juyi had once been her father's kidnapping victim, a potential blood source she had refused to bite. Juyi grows closer to Wohn without remembering the incident, fueling jealousy in Seyeon. Will Juyi prove to be a savior washing away Wohn's guilt, or will she ruin a vampire's dream of redemption?

(Source: Tappytoon)",Unknown,"Junqi (Story), Jo9 (Art)","May  31, 2021 to Aug  9, 2022"
1262,manhwa,Knockin' on the Dungeon Door,Unknown,Publishing,"Action,Adventure,Fantasy",0,#13922,#15119,6.48,987,"One day, faint-hearted Hyeonbok Kim opens his apartment door and is startled to find a dungeon full of monsters instead of the world he knows. At first he hides. But when all else fails, it falls to Hyeonbok to defeat the dungeon bosses or die trying. Luckily, he's not alone. With the help of his skeleton friends (and a gift from a mysterious benefactor), he develops his rare talent for magic while learning about bravery and friendship. Hyeonbok seems ready to face whatever the dungeon throws at him... but is he?

(Source: Tapas Media)",Unknown,"Jeongmin (Story), Jin (Art)","Jul  31, 2021 to ?"
1263,manhwa,Level 1 Player,Unknown,Publishing,"Action,Adventure,Fantasy",3,#7894,#15120,6.48,"2,131","Life has been hard for Choi Hyunseong and his family since the portal gates appeared. That is, until he finally awakens! While he is unable to level up, he is gifted with the ability to trade goods on an interdimensional level and get items that raise his stats! Through the power of commerce, Hyunseong is gaining skills, storming dungeons, hunting monsters, and collecting loot to help his family. Level is nothing but a number, and he is seemingly unstoppable as... the level 1 player.

(Source: Tapas Media)",Unknown,"Song, Chihyun (Story), Bang, Eunwoo (Art)","Jan  15, 2022 to ?"
1264,manhwa,Searching for My Father,Unknown,Publishing,Fantasy,0,#19123,#15121,6.48,582,"The cruel chains of destiny threaten to condemn Louise to a life of slavery. Benjamin, an evil man obsessed with her mother even after her tragic death, takes Louise into his custody, intent on marrying her. Louise tries to escape this horrid fate and awakens eight years in the past. She's set on making things right but is unable to stop tragedy once again. Determined to not give up, Louise embarks on a journey to find her father. What discoveries await her in this fight for freedom? Will her father be the key to her happiness... or her demise?

(Source: Tapas Media)",Unknown,"Blooming Bouquet (Story), Ongnyo (Art)","Aug  3, 2021 to ?"
1265,manhwa,All Hail Lady Blanche!,Unknown,Publishing,"Fantasy,Romance",1,#17601,#15122,6.48,673,"To Blanche, everything seemed hopeless. Until she realized it was all a game. One she made, to be exact. Now she has a goal: Become the villain's right-hand man! But wait. Why is she the one saving him...?

(Source: NHN comico Corp.)",Unknown,"Eun, Na-mok (Story), SJK (Art)","Mar  10, 2022 to ?"
1266,manhwa,My Lovable Fatty,25,Finished,"Comedy,Fantasy,Romance",3,#15168,#15210,6.47,862,"A high school girl named Shin Dong San comes back from America to Korea, and she is short, fat, and ugly. She gets picked on by her fellow classmates, gets rejected from her love, and is even picked on by her childhood friend, Jeh Suh. Tired of her intolerable life, she attempts to hang herself, but fails because the rope could not handle her weight. After the fall, she discovers a box filled with medicine, and one particular bottle says that if she takes it she can become and look however she likes...

(Source: Sarang Syrup)",6,"Lee, Hee Jeong (Story & Art)",2002 to  2005
1267,manhwa,The Evil Cinderella Needs a Villain,60,Finished,"Fantasy,Romance",0,#19704,#15226,6.47,551,"All Lilith wanted was for Prince Calix to love her back. Blinded by jealousy, she tries to sabotage the prince's relationship to the kind Princess Silvia, but ends up being sentenced to death instead. When she opens her eyes, however, she finds herself alive and well inside the world of a novel she'd been reading. Grateful for a second chance, Lilith vows to be a good person this time around and live a long, happy, drama-free life. That is, until her wicked stepmother and stepsisters try to sell her off to a baron with a nasty reputation. Desperate to save herself, Lilith teams up with Francis, the handsome villain of the story. Together they put on a show to fool the family...but will Lilith's plan succeed? Or will she have to resort to her old evil ways?

(Source: Tappytoon)",Unknown,"Gong, Eunhwa (Story), Bbiyak (Art)","Jul  23, 2019 to Oct  28, 2020"
1268,manhwa,Lucky Striker,Unknown,Publishing,"Action,Fantasy",0,#14438,#15228,6.47,932,"Giho Lee is trying to earn his tuition through the popular VR game Circuit, but things just aren't going his way. However, right when he decides to throw in the towel, he gets a lucky break that changes everything. Fortune leads him ever deeper into the game's lore, and before he knows it, Giho finds himself stocked up with powerful items chasing an elusive group of mysterious warriors. But to unlock his true powers, Giho must learn the secrets of this group before his luck runs out for good.

(Source: Tapas Media)",Unknown,"ZOD (Story), Joyakdol (Art)","May  26, 2022 to ?"
